rank,pain_score,company,domain,integration_opportunity,axis1_key_integration,axis2_complexity,sor_hits,jobs_pain_score,integration_jobs,integration_job_titles,silo_jobs,silo_job_titles,ats,has_full_time_cto,leadership_count,tech_count,total_employees,technical_ratio,funding_range,industry,why_i_believed,opener
556,6.0,VIZION,vizionapi.com,claims/EDI integration,3,0,edi,0,0,,0,,lever,yes,1,4,73,0.055,$10M - $25M,"Transportation, Logistics, Supply Chain and Storage",depends on edi; 4 technical of ~73 staff (ratio 0.055),"Hi there, I work as a fractional CTO on exactly your situation — VIZION where claims/EDI integration looks central to your growth. I led claims/EDI integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
557,6.0,Wise Athena,wiseathena.com,ERP integration (NetSuite/SAP/Dynamics),3,0,sap,0,0,,0,,,yes,1,0,33,,$1M - $5M,Business Intelligence Platforms,depends on sap,"Hi there, I work as a fractional CTO on exactly your situation — Wise Athena where ERP integration (NetSuite/SAP/Dynamics) looks central to your growth. I led ERP integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
558,6.0,Userful,userful.com,EHR/clinical-data integration (Epic/athena/HL7-FHIR),3,0,interoperability,0,0,,0,,,yes,5,1,93,0.011,$5M - $10M,Software Development,depends on interoperability; 1 technical of ~93 staff (ratio 0.011),"Hi there, I work as a fractional CTO on exactly your situation — Userful where EHR/clinical-data integration (Epic/athena/HL7-FHIR) looks central to your growth. I led EHR/clinical-data integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
559,6.0,Tarci,tarci.io,Salesforce integration,3,0,salesforce,0,0,,0,,,yes,1,2,23,0.087,$10M - $25M,Software Development,depends on salesforce; 2 technical of ~23 staff (ratio 0.087),"Hi there, I work as a fractional CTO on exactly your situation — Tarci where Salesforce integration looks central to your growth. I led Salesforce integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
560,6.0,Recapped ,recapped.io,Salesforce integration,3,0,salesforce,0,0,,0,,,yes,1,1,14,0.071,$5M - $10M,Software Development,depends on salesforce; 1 technical of ~14 staff (ratio 0.071),"Hi there, I work as a fractional CTO on exactly your situation — Recapped  where Salesforce integration looks central to your growth. I led Salesforce integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
561,6.0,Faros AI,faros.ai,Salesforce integration,3,0,salesforce,0,0,,0,,ashby,yes,1,6,49,0.122,$10M - $25M,Software Development,depends on salesforce; 6 technical of ~49 staff (ratio 0.122),"Hi there, I work as a fractional CTO on exactly your situation — Faros AI where Salesforce integration looks central to your growth. I led Salesforce integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
562,6.0,Wiiisdom,wiiisdom.com,ERP integration (NetSuite/SAP/Dynamics),3,0,sap,0,0,,0,,,yes,2,2,97,0.021,$5M - $10M,Software Development,depends on sap; 2 technical of ~97 staff (ratio 0.021),"Hi there, I work as a fractional CTO on exactly your situation — Wiiisdom where ERP integration (NetSuite/SAP/Dynamics) looks central to your growth. I led ERP integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
563,6.0,RecVue,recvue.com,ERP integration (NetSuite/SAP/Dynamics),3,0,netsuite,0,0,,0,,,yes,2,9,177,0.051,$10M - $25M,Software Development,depends on netsuite; 9 technical of ~177 staff (ratio 0.051),"Hi there, I work as a fractional CTO on exactly your situation — RecVue where ERP integration (NetSuite/SAP/Dynamics) looks central to your growth. I led ERP integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
564,6.0,ProsperStack,prosperstack.com,Salesforce integration,3,0,salesforce,0,0,,0,,,yes,1,4,11,0.364,$1M - $5M,Software Development,depends on salesforce; 4 technical of ~11 staff (ratio 0.364),"Hi there, I work as a fractional CTO on exactly your situation — ProsperStack where Salesforce integration looks central to your growth. I led Salesforce integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
565,6.0,Keebler Health,keebler.health,EHR/clinical-data integration (Epic/athena/HL7-FHIR),3,0,fhir,0,0,,0,,,yes,1,7,25,0.28,$5M - $10M,Software Development,depends on fhir; 7 technical of ~25 staff (ratio 0.28),"Hi there, I work as a fractional CTO on exactly your situation — Keebler Health where EHR/clinical-data integration (Epic/athena/HL7-FHIR) looks central to your growth. I led EHR/clinical-data integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
566,6.0,Halosight,halosight.com,Salesforce integration,3,0,salesforce|appexchange,0,0,,0,,,yes,2,9,20,0.45,$1M - $5M,Software Development,"depends on salesforce, appexchange; 9 technical of ~20 staff (ratio 0.45)","Hi there, I work as a fractional CTO on exactly your situation — Halosight where Salesforce integration looks central to your growth. I led Salesforce integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
567,6.0,Freckle.io,freckle.io,Salesforce integration,3,0,salesforce,0,0,,0,,ashby,yes,1,3,13,0.231,$5M - $10M,Software Development,depends on salesforce; 3 technical of ~13 staff (ratio 0.231),"Hi there, I work as a fractional CTO on exactly your situation — Freckle.io where Salesforce integration looks central to your growth. I led Salesforce integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
568,6.0,Validity Inc.,appbuddy.com,Salesforce integration,3,0,salesforce,0,0,,0,,,yes,8,70,345,0.203,$1M - $5M,Software Development,depends on salesforce; 70 technical of ~345 staff (ratio 0.203),"Hi there, I work as a fractional CTO on exactly your situation — Validity Inc. where Salesforce integration looks central to your growth. I led Salesforce integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
569,6.0,EPIC,withepic.com,EHR/clinical-data integration (Epic/athena/HL7-FHIR),3,0,epic,0,0,,0,,,yes,1,6,11,0.545,$10M - $25M,Software Development,depends on epic; 6 technical of ~11 staff (ratio 0.545),"Hi there, I work as a fractional CTO on exactly your situation — EPIC where EHR/clinical-data integration (Epic/athena/HL7-FHIR) looks central to your growth. I led EHR/clinical-data integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
570,6.0,White Plume Technologies,whiteplume.com,system-to-system integration,3,0,allscripts,0,0,,0,,,yes,1,20,28,0.714,$1M - $5M,Software Development,depends on allscripts; 20 technical of ~28 staff (ratio 0.714),"Hi there, I work as a fractional CTO on exactly your situation — White Plume Technologies where system-to-system integration looks central to your growth. I led system-to-system integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
571,6.0,Prodly,prodly.co,Salesforce integration,3,0,salesforce|snowflake,0,0,,0,,greenhouse,yes,2,1,29,0.034,$10M - $25M,Software Development,"depends on salesforce, snowflake; 1 technical of ~29 staff (ratio 0.034)","Hi there, I work as a fractional CTO on exactly your situation — Prodly where Salesforce integration looks central to your growth. I led Salesforce integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
572,6.0,Parcha,parcha.com,Salesforce integration,3,0,salesforce,0,0,,0,,ashby,yes,1,1,13,0.077,$5M - $10M,Software Development,depends on salesforce; 1 technical of ~13 staff (ratio 0.077),"Hi there, I work as a fractional CTO on exactly your situation — Parcha where Salesforce integration looks central to your growth. I led Salesforce integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
573,6.0,LiveFlow,liveflow.com,system-to-system integration,3,0,,0,0,,0,,ashby,yes,1,2,56,0.036,$10M - $25M,Software Development,2 technical of ~56 staff (ratio 0.036),"Hi there, I work as a fractional CTO on exactly your situation — LiveFlow where system-to-system integration looks central to your growth. I led system-to-system integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
574,6.0,Tenon,liminal.ai,ServiceNow integration,3,0,servicenow,0,0,,0,,greenhouse,yes,1,6,27,0.222,$5M - $10M,Software Development,depends on servicenow; 6 technical of ~27 staff (ratio 0.222),"Hi there, I work as a fractional CTO on exactly your situation — Tenon where ServiceNow integration looks central to your growth. I led ServiceNow integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
575,6.0,Keyplay,keyplay.io,Salesforce integration,3,0,salesforce,0,0,,0,,,yes,1,1,7,0.143,$1M - $5M,Software Development,depends on salesforce; 1 technical of ~7 staff (ratio 0.143),"Hi there, I work as a fractional CTO on exactly your situation — Keyplay where Salesforce integration looks central to your growth. I led Salesforce integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
576,6.0,Influ2,influ2.com,Salesforce integration,3,0,salesforce,0,0,,0,,lever,yes,2,5,136,0.037,$10M - $25M,Software Development,depends on salesforce; 5 technical of ~136 staff (ratio 0.037),"Hi there, I work as a fractional CTO on exactly your situation — Influ2 where Salesforce integration looks central to your growth. I led Salesforce integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
577,6.0,Hiver,hiverhq.com,EHR/clinical-data integration (Epic/athena/HL7-FHIR),3,0,epic,0,0,,0,,,yes,5,2,278,0.007,$10M - $25M,Software Development,depends on epic; 2 technical of ~278 staff (ratio 0.007),"Hi there, I work as a fractional CTO on exactly your situation — Hiver where EHR/clinical-data integration (Epic/athena/HL7-FHIR) looks central to your growth. I led EHR/clinical-data integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
578,6.0,Goodera,goodera.com,ServiceNow integration,3,0,servicenow,0,0,,0,,,yes,3,1,456,0.002,$10M - $25M,Software Development,depends on servicenow; 1 technical of ~456 staff (ratio 0.002),"Hi there, I work as a fractional CTO on exactly your situation — Goodera where ServiceNow integration looks central to your growth. I led ServiceNow integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
579,6.0,Abacus Works,hyperlane.xyz,EHR/clinical-data integration (Epic/athena/HL7-FHIR),3,0,interoperability,0,0,,0,,lever,yes,1,3,22,0.136,$10M - $25M,Software Development,depends on interoperability; 3 technical of ~22 staff (ratio 0.136),"Hi there, I work as a fractional CTO on exactly your situation — Abacus Works where EHR/clinical-data integration (Epic/athena/HL7-FHIR) looks central to your growth. I led EHR/clinical-data integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
580,6.0,Droxi,droxi.ai,EHR/clinical-data integration (Epic/athena/HL7-FHIR),3,0,epic|athenahealth,0,0,,0,,,yes,1,0,64,,$10M - $25M,Hospitals and Health Care,"depends on epic, athenahealth","Hi there, I work as a fractional CTO on exactly your situation — Droxi where EHR/clinical-data integration (Epic/athena/HL7-FHIR) looks central to your growth. I led EHR/clinical-data integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
581,6.0,Octolane AI,octolane.com,Salesforce integration,3,0,salesforce,0,0,,0,,,yes,2,2,7,0.286,$1M - $5M,Data Infrastructure and Analytics,depends on salesforce; 2 technical of ~7 staff (ratio 0.286),"Hi there, I work as a fractional CTO on exactly your situation — Octolane AI where Salesforce integration looks central to your growth. I led Salesforce integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
582,6.0,UpdateAI,update.ai,Salesforce integration,3,0,salesforce,0,0,,0,,,yes,1,3,10,0.3,$1M - $5M,"Technology, Information and Internet",depends on salesforce; 3 technical of ~10 staff (ratio 0.3),"Hi there, I work as a fractional CTO on exactly your situation — UpdateAI where Salesforce integration looks central to your growth. I led Salesforce integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
583,6.0,Trek Health,trekhealth.io,Salesforce integration,3,0,salesforce,0,0,,0,,,yes,1,6,58,0.103,$10M - $25M,Hospitals and Health Care,depends on salesforce; 6 technical of ~58 staff (ratio 0.103),"Hi there, I work as a fractional CTO on exactly your situation — Trek Health where Salesforce integration looks central to your growth. I led Salesforce integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
584,6.0,PartnerTap,partnertap.com,Salesforce integration,3,0,sap|salesforce,0,0,,0,,,yes,2,8,24,0.333,$10M - $25M,"Technology, Information and Internet","depends on sap, salesforce; 8 technical of ~24 staff (ratio 0.333)","Hi there, I work as a fractional CTO on exactly your situation — PartnerTap where Salesforce integration looks central to your growth. I led Salesforce integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
